timestamp,ax,ay,az,rms,tilt_now,jerk,tilt_crosses,freq
1755690658.8897717,0.597,0.37,-9.7,0.029849999999999998,175.85854313890493,0.029924812030075187,1,0.45
1755690658.9164855,0.661,0.353,-9.735,0.04453453715937778,175.59832882072192,0.0331328320802005,1,0.05
1755690658.9431462,0.747,0.245,-9.84,0.058123553745448156,175.4321457776822,0.03744360902255639,1,0.05
1755690658.970447,0.602,0.298,-9.659,0.06545500362844692,176.0218587443311,0.04471177944862156,1,0.05
1755690658.9973755,0.671,0.286,-9.624,0.07355243027935923,175.6658050824054,0.04817042606516291,1,0.05
1755690659.0244248,0.526,0.332,-9.8,0.0781130590874535,176.36826837617167,0.05543859649122808,1,0.05
1755690659.0516791,0.607,0.324,-9.733,0.08380198386673195,175.95629379475434,0.059498746867167926,1,0.05
1755690659.0783617,0.483,0.308,-9.648,0.0872123557760023,176.60207366891325,0.06571428571428573,1,0.05
1755690659.1057446,0.58,0.337,-9.636,0.09190753505561988,176.0178550172244,0.0705764411027569,1,0.05
1755690659.1323676,0.568,0.353,-9.769,0.09619540009792568,176.08382220772003,0.07117794486215541,1,0.05
1755690659.1592853,0.452,0.31,-9.69,0.09881454852399013,176.76265337378567,0.07699248120300753,1,0.05
1755690659.1849663,0.621,0.356,-9.676,0.10357807441732059,175.7691150978505,0.08546365914786967,1,0.05
1755690659.2106283,0.542,0.305,-9.724,0.1070645949882593,176.34048429426045,0.08942355889724313,1,0.05
1755690659.23826,0.571,0.322,-9.705,0.11080582114672496,176.1357677514611,0.09087719298245615,1,0.05
1755690659.2649872,0.571,0.322,-9.705,0.11080582114672496,176.1357677514611,0.09087719298245615,1,0.05
1755690659.2917147,0.659,0.334,-9.721,0.1156011786272095,175.65380635790808,0.09528822055137844,1,0.05
1755690659.3196795,0.659,0.334,-9.721,0.1156011786272095,175.65380635790808,0.09528822055137844,1,0.05
1755690659.3449252,0.425,0.312,-9.683,0.11753805766644267,176.8833914828373,0.10701754385964911,1,0.05
1755690659.371612,0.425,0.312,-9.683,0.11753805766644267,176.8833914828373,0.10701754385964911,1,0.05
1755690659.3985305,0.635,0.452,-9.709,0.12175080081872151,175.4101210201638,0.1175438596491228,1,0.05
1755690659.4256098,0.635,0.452,-9.709,0.12175080081872151,175.4101210201638,0.1175438596491228,1,0.05
1755690659.4525483,0.635,0.452,-9.709,0.12175080081872151,175.4101210201638,0.1175438596491228,1,0.05
1755690659.479872,0.833,0.711,-10.541,0.12867781471566883,174.06843568118833,0.12746867167919798,1,0.05
1755690659.5079527,-0.013,0.118,-10.498,0.1286794564023333,179.3521129803818,0.16987468671679198,1,0.05
1755690659.535728,-0.013,0.118,-10.498,0.1286794564023333,179.3521129803818,0.16987468671679198,1,0.05
1755690659.5623467,-0.075,0.087,-9.474,0.12873408639517353,179.30536571779558,0.17298245614035088,1,0.05
1755690659.5892916,-0.075,0.087,-9.474,0.12873408639517353,179.30536571779558,0.17298245614035088,1,0.05
1755690659.6160762,-0.075,0.087,-9.474,0.12873408639517353,179.30536571779558,0.17298245614035088,1,0.05
1755690659.6438107,0.459,-0.055,-13.148,0.1307637851241696,177.98631085592817,0.19974937343358393,1,0.05
1755690659.6713102,-0.574,0.925,-11.197,0.133876276837982,174.44689605142756,0.2515288220551378,1,0.05
1755690659.6990895,-0.574,0.925,-11.197,0.133876276837982,174.44689605142756,0.2515288220551378,1,0.05
1755690659.7261145,-0.576,1.769,-11.729,0.13693902840315467,170.9870288606489,0.25162907268170426,1,0.05
1755690659.753481,-0.576,1.769,-11.729,0.13693902840315467,170.9870288606489,0.25162907268170426,1,0.05
1755690659.781387,-2.946,1.334,-10.358,0.20112082811086474,162.66068614463927,0.3704260651629072,1,0.45
1755690659.8093238,-2.946,1.334,-10.358,0.20112082811086474,162.66068614463927,0.3704260651629072,1,0.45
1755690659.836437,-2.684,0.904,-9.108,0.24178343098731975,162.72682021359367,0.38355889724310777,1,0.5
1755690659.8644881,-2.684,0.904,-9.108,0.24178343098731975,162.72682021359367,0.38355889724310777,1,0.5
