timestamp,ax,ay,az,gx,gy,gz,rms_acc,tilt_now,jerk_acc,tilt_crosses,freq_acc,rms_gyro,ang_speed_now,jerk_gyro,max_ang_speed
1755687371.3260484,9.826,-0.497,1.048,-0.0047,-0.0572,-0.0054,2.753846190330898,83.9198011513647,1.7103517587939698,1,0.1,0.010090138750284855,0.05764624879382873,0.0470854271356784,0.6016280744779119
1755687371.4094052,9.748,-0.514,0.917,-0.0092,-0.0493,-0.0427,2.838800162040294,84.63337940172462,1.7181909547738694,1,0.1,0.0101110879731115,0.06586668353576032,0.04753768844221106,0.6016280744779119
1755687371.4938757,9.686,-0.464,0.936,-0.0032,-0.0473,-0.0131,2.920253300657325,84.48668326301906,1.724422110552764,1,0.1,0.01011361953011878,0.04918475373527858,0.04814070351758793,0.6016280744779119
1755687371.5795333,9.8,-0.543,0.889,-0.0171,-0.0192,-0.004,3.001346254599759,84.82453652004283,1.7358793969849249,1,0.1,0.010185644309517194,0.02602018447282801,0.049537688442211056,0.6016280744779119
1755687371.6645038,9.81,-0.509,0.703,-0.0139,-0.0303,-0.0111,3.080464224755743,85.90658893887381,1.736884422110553,1,0.1,0.010232956562010806,0.03513559448764173,0.04985929648241205,0.6016280744779119
1755687371.766307,9.702,-0.514,0.879,0.0065,-0.0323,0.0174,3.1559315360127824,84.83035355707429,1.7477386934673371,1,0.1,0.01024327340257986,0.03725989801381641,0.05190954773869346,0.6016280744779119
1755687371.850283,9.674,-0.567,0.858,-0.0149,-0.0499,-0.0015,3.229215886248549,84.9402604658361,1.7505527638190959,1,0.1,0.010297315184066185,0.05209865641261778,0.054060301507537684,0.6016280744779119
1755687371.9335682,9.867,-0.396,0.843,-0.0005,-0.074,-0.0332,3.3037287547557534,85.120628086114,1.7699497487437188,1,0.1,0.010297375879319936,0.08110789110807899,0.05550753768844221,0.6016280744779119
1755687372.0190074,9.745,-0.493,0.772,0.0011,0.0482,0.0097,3.374825745131147,85.47624275142,1.7822110552763826,1,0.1,0.010297669639292184,0.04917865390593768,0.055668341708542714,0.6016280744779119
1755687372.1027472,9.96,-0.471,0.851,-0.0285,0.1405,0.011,3.447529087622032,85.12183323322168,1.8038190954773876,1,0.1,0.01049300957780941,0.14378282233980527,0.05864321608040201,0.6016280744779119
1755687372.1866803,10.494,-0.36,0.767,-0.0252,0.5879,0.0894,3.526482240136763,85.82216885579254,1.8574874371859302,1,0.1,0.01064323494056201,0.5951922462532588,0.0589748743718593,0.6016280744779119
1755687372.2702494,9.395,-0.642,1.509,-0.0597,1.078,0.174,3.588510431223518,80.89611186752188,1.9679396984924629,1,0.1,0.01144984279368062,1.0935831427010934,0.062442211055276385,1.0935831427010934
1755687372.3539612,9.571,-0.723,1.777,-0.0528,1.0216,0.1489,3.651770436377402,79.51116197386173,1.9856281407035181,1,0.1,0.01204317649127505,1.0337434933289786,0.0631356783919598,1.0935831427010934
1755687372.4374282,9.569,-0.798,2.661,-0.0107,0.8212,0.1327,3.7139273182172,74.51069628629286,1.9858291457286434,1,0.1,0.012066919656648087,0.8319214025375234,0.06736683417085428,1.0935831427010934
1755687372.5219488,9.147,-0.855,2.73,0.0037,0.5556,0.0827,3.7698268090192157,73.44999132909967,2.028241206030151,1,0.1,0.01206975558990322,0.5617333353113378,0.0688140703517588,1.0935831427010934
1755687372.6063266,9.197,-0.887,2.87,-0.0139,0.2215,-0.0252,3.825508883142216,72.74431656865612,2.0332663316582917,1,0.1,0.012109708914751006,0.22336181410438088,0.07058291457286432,1.0935831427010934
1755687372.690405,9.166,-0.798,3.267,-0.0309,0.1954,-0.0004,3.880025257005423,70.45092616954123,2.036381909547739,1,0.1,0.012305246848397637,0.19782853686968419,0.07229145728643216,1.0935831427010934
1755687372.7931166,9.442,-0.831,3.027,0.002,0.0602,-0.04,3.937048744300736,72.28888915515337,2.064120603015075,1,0.1,0.012306059483035177,0.0723051865359602,0.07559798994974874,1.0935831427010934
1755687372.8766127,9.211,-0.829,3.343,-0.0015,0.1155,-0.001,3.9905595372077833,70.12636561708369,2.0873366834170852,1,0.1,0.012306516566437475,0.11551406840727237,0.0759497487437186,1.0935831427010934
1755687372.9603682,9.337,-0.762,3.414,0.0009,0.2277,-0.0182,4.044806950275872,69.97671847697373,2.1000000000000005,1,0.1,0.012306681112306437,0.22842797551963728,0.07619095477386935,1.0935831427010934
1755687373.0442173,9.156,-0.853,3.398,-0.01,0.0617,-0.0151,4.0962940501140785,69.71958830219418,2.118190954773869,1,0.1,0.01232697854301694,0.06430318810136866,0.07728643216080401,1.0935831427010934
1755687373.1278763,8.966,-0.786,3.45,-0.0031,0.0238,-0.0179,4.145065828789695,69.02732830276673,2.1372864321608045,1,0.1,0.012328927366158015,0.02994094186895262,0.07797989949748743,1.0935831427010934
1755687373.2117946,9.357,-0.798,3.203,0.0095,-0.3996,-0.0541,4.197539513810442,71.1669049967667,2.1765829145728643,1,0.1,0.012347214260714844,0.40335743454162337,0.07924623115577889,1.0935831427010934
1755687373.2979846,8.801,-0.74,3.006,-0.0139,-0.9917,-0.0207,4.243421493912666,71.2039351521888,2.2324623115577893,1,0.1,0.012386272643535666,0.9920134021272092,0.08159798994974875,1.0935831427010934
1755687373.3816407,9.862,-0.661,2.364,-0.0296,-1.8806,-0.1233,4.3003396604221855,76.54916738874239,2.3390954773869352,1,0.1,0.012561868889619889,1.8848701308047724,0.08317587939698491,1.8848701308047724
1755687373.4647968,9.314,-0.574,1.067,-0.0047,-1.6633,-0.0933,4.350479763773186,83.4770261502907,2.3941708542713567,1,0.1,0.012566264361376455,1.6659213276742693,0.085678391959799,1.8848701308047724
1755687373.5494912,7.919,-0.63,0.998,-0.0372,-2.0426,-0.2347,4.386368313308859,82.83949715911928,2.5343718592964826,1,0.1,0.012838621421320905,2.056376106163462,0.08894472361809044,2.056376106163462
1755687373.6339052,10.396,-0.315,-0.917,-0.0432,-1.7557,-0.1545,4.447539888522642,95.0385421153971,2.7833165829145736,1,0.1,0.013197022391433609,1.7630141746452297,0.08954773869346734,2.056376106163462
1755687373.7179127,10.084,-0.476,-1.364,0.0324,-1.302,0.0333,4.5043363928552225,97.6948253590242,2.8146733668341715,1,0.1,0.013394409281487558,1.3028287109209713,0.09714572864321606,2.056376106163462
1755687373.8189914,9.488,-0.32,-2.355,0.0775,-1.3173,0.1241,4.554026466765427,103.93196989230098,2.8745728643216086,1,0.1,0.014472092108606829,1.3254004489210043,0.101678391959799,2.056376106163462
1755687373.9033306,9.845,-0.569,-3.362,0.0941,-1.1157,0.2007,4.60692708700713,108.8254862799895,2.910452261306533,1,0.1,0.01592844939094826,1.1375068307487213,0.10334673366834173,2.056376106163462
1755687373.986622,9.605,-0.399,-2.158,0.3116,-0.9894,0.9209,4.656721734224625,102.65207916411312,2.9345728643216082,1,0.1,0.027188017581280175,1.3871062432272447,0.12520603015075377,2.056376106163462
1755687374.071009,10.336,-0.75,-2.892,0.1563,0.0445,0.399,4.7137269532716894,105.5925604430743,3.0080402010050253,1,0.1,0.029348539145926836,0.430825881302412,0.14081407035175877,2.056376106163462
1755687374.1551702,10.694,-0.685,-2.963,0.1592,0.5542,0.71,4.7739951790926645,105.4563658813914,3.0440201005025127,1,0.1,0.03143342090832622,0.914648719454633,0.14110552763819095,2.056376106163462
1755687374.2393599,9.307,-1.35,-2.726,0.354,0.6266,0.9171,4.819142165883882,106.16498703373864,3.1834170854271355,1,0.1,0.04018258266960947,1.1657684032431141,0.16068341708542713,2.056376106163462
1755687374.3241282,11.035,-1.557,-1.965,1.1347,0.1293,0.9368,4.88190406911074,99.99979467368416,3.357085427135678,1,0.1,0.08973494525545775,1.4771109707804624,0.2391457286432161,2.056376106163462
1755687374.4080381,8.069,-3.249,-3.826,1.865,0.102,0.7551,4.91513287155088,113.74197934248836,3.655175879396985,1,0.1,0.15951014199730373,2.014647614348475,0.3125427135678392,2.056376106163462
1755687374.492209,8.238,-3.883,-2.495,2.1793,0.9135,0.5426,4.949530721694734,105.32067934735738,3.6721608040200997,1,0.1,0.22178870090696687,2.424509331803035,0.34413065326633163,2.424509331803035
1755687374.5766025,6.572,-3.53,-2.393,2.2928,1.6971,0.6035,4.971298651760926,107.7849985236504,3.8395979899497483,1,0.1,0.2747269317886399,2.915697600918175,0.3555376884422111,2.915697600918175
1755687374.6603663,7.919,-4.34,-0.257,2.411,1.0352,0.071,5.002735560670781,91.63018458909981,3.9749748743718585,1,0.1,0.3233256749007106,2.624804952753633,0.36741708542713575,2.915697600918175
1755687374.7441654,8.296,-5.445,-0.245,1.3901,0.5376,-0.2309,5.037011134591625,91.41431096564148,4.01286432160804,1,0.1,0.337936949888585,1.5082130419804753,0.47002010050251264,2.915697600918175
1755687374.8434389,8.329,-3.028,1.787,1.4871,0.7615,-0.2754,5.071325504737396,78.59975575145504,4.016180904522614,1,0.1,0.3539190785334975,1.6932790142206335,0.4797688442211056,2.915697600918175
1755687374.9268153,7.487,-1.23,-0.314,1.5966,-1.4404,-0.8074,5.0988840171159024,92.36981092115627,4.100804020100503,1,0.1,0.3714893968204207,2.2969062845488497,0.4907738693467337,2.915697600918175
1755687375.0112035,12.83,-7.875,-0.174,2.3667,-1.0775,-0.4858,5.178963479307418,90.66221511380253,4.637788944723618,1,0.1,0.4074441267216893,2.645425633050379,0.5681708542713568,2.915697600918175
1755687375.0944963,11.901,-2.648,0.088,1.0798,-0.7483,1.145,5.246887813266071,89.58645613692505,4.731155778894473,1,0.1,0.41453655640968506,1.7426835427007394,0.6975075376884422,2.915697600918175
1755687375.1782868,8.956,-3.943,-2.806,2.0302,-1.0407,1.0369,5.284967493277513,106.00019377357333,5.02713567839196,1,0.1,0.438690228749171,2.505978878602132,0.7930251256281404,2.915697600918175
1755687375.2621598,8.031,-2.975,-1.122,2.9553,-1.045,0.7846,5.315389563334,97.4637352691512,5.120100502512563,1,0.1,0.4859198568179736,3.2313186549766333,0.886,3.2313186549766333
1755687375.3463206,6.14,-2.033,0.765,2.8555,-0.5684,-0.165,5.333091430868216,83.25451564736979,5.310150753768844,1,0.1,0.5262010152973862,2.916193376647029,0.8960301507537686,3.2313186549766333
1755687375.4305205,8.186,-2.18,4.617,2.2743,-2.3891,-0.9184,5.364412101060097,61.40889020259806,5.515778894472364,1,0.1,0.550226963125218,3.4239885893501456,0.9544422110552763,3.4239885893501456
1755687375.5150557,9.969,-2.526,-1.661,1.9129,-1.7523,-0.7905,5.410528809183073,99.17474144101,5.694974874371861,1,0.1,0.5666088977416432,2.71194246804758,0.9907638190954773,3.4239885893501456
1755687375.6002574,12.494,-0.291,1.841,2.9346,0.9306,-1.4485,5.482182245693771,81.61998408929206,5.948743718592967,1,0.1,0.6034111606525023,3.4023588537954077,1.0934472361809042,3.4239885893501456
1755687375.6851048,10.93,0.156,5.94,1.8194,-0.0725,0.6086,5.536392929968032,61.48020921368276,6.105929648241207,1,0.1,0.6169733467500845,1.9198610809118455,1.2055276381909545,3.4239885893501456
1755687375.785741,15.1,0.055,-0.787,2.2178,0.4587,1.6002,5.638412602408589,92.98349121292247,6.525025125628143,1,0.1,0.636591937429308,2.7730276900889397,1.2455678391959797,3.4239885893501456
1755687375.8703792,11.686,-0.11,4.296,1.3479,0.4993,3.7843,5.69864103580845,69.81641636529199,6.868140703517589,1,0.1,0.6436873983930399,4.048093550055384,1.3329949748743717,4.048093550055384
1755687375.9554152,9.757,-1.151,0.378,2.5062,0.0422,3.4492,5.740253034492469,87.79665270579953,7.062010050251258,1,0.1,0.6676366220108061,4.263777658368222,1.4494070351758792,4.263777658368222
1755687376.0430818,5.132,-4.174,3.809,1.88,1.7353,3.9447,5.7517120946723335,60.06654030858205,7.526834170854272,1,0.1,0.6807427260353209,4.701736294178992,1.5123417085427133,4.701736294178992
1755687376.1285214,5.635,-5.518,1.338,1.9392,0.5465,2.5921,5.7654972157655235,80.37141018035857,7.577386934673367,1,0.1,0.6944156840466666,3.2830079652659996,1.5182914572864321,4.701736294178992
1755687376.214558,0.27,-5.513,7.326,1.8795,0.3256,2.8764,5.765528826135552,36.99536415729817,8.116582914572865,1,0.1,0.7070189131133622,3.451407331799595,1.5242914572864321,4.701736294178992
1755687376.3012567,-2.159,-6.188,6.107,1.8449,1.1103,0.966,5.767549657350165,47.021240935457946,8.36070351758794,1,0.1,0.7189534223786684,2.3599953601649304,1.5277688442211055,4.701736294178992
1755687376.388167,0.919,-5.037,9.343,1.5156,-0.8552,-0.2157,5.767915728840012,28.72361571553218,8.67005025125628,1,0.1,0.7268969943190026,1.7535497968406828,1.5608643216080402,4.701736294178992
1755687376.4730453,2.566,-3.742,12.967,0.7317,0.5533,-0.3881,5.770768894610145,19.285444953133336,8.835577889447235,1,0.1,0.7287360048741931,0.9960659566514659,1.6396482412060303,4.701736294178992
1755687376.558201,-4.283,-1.35,15.799,-2.0087,-0.0881,-1.8036,5.778710416693331,15.867319915247238,9.52391959798995,1,0.1,0.7424490172732401,2.701038737226847,1.915065326633166,4.701736294178992
1755687376.644545,2.149,-1.245,9.039,-3.5928,-0.4421,-3.3292,5.780708008972604,15.363676755710404,10.17035175879397,1,0.1,0.7847111586118806,4.918052143887863,2.07427135678392,4.918052143887863
1755687376.7346427,2.833,-0.574,7.098,-4.3122,-0.3652,-3.9388,5.784177947643036,22.15794802205257,10.239095477386936,1,0.1,0.8418710985952659,5.851716442207364,2.146572864321608,5.851716442207364
1755687376.8373148,6.708,2.538,2.79,-4.3122,0.037,-4.3167,5.803593787473413,68.7435379560438,10.628542713567839,1,0.1,0.8953894632225688,6.101666717381407,2.146572864321608,6.101666717381407
1755687376.9232755,10.189,0.817,-0.202,-3.4627,0.3239,-4.2949,5.848143248502041,91.13212458817416,10.978391959798994,1,0.1,0.9282638349628838,5.526424568380537,2.2319497487437188,6.101666717381407
1755687377.0115263,15.613,-1.504,-5.808,-3.3842,1.2843,-3.8847,5.951437498621656,110.31876706964081,11.523517587939697,1,0.1,0.9586124323729586,5.309720352334951,2.2398391959798993,6.101666717381407
1755687377.097759,13.133,-3.251,-3.8,-0.0317,0.7834,-0.7581,6.023453058254875,105.68844825677307,11.772763819095475,1,0.1,0.9586150530583171,1.0906126993575675,2.576773869346733,6.101666717381407
1755687377.1828384,9.612,-1.846,-2.925,1.2648,-0.2389,-0.5282,6.061677941378939,106.63855102974742,12.126633165829144,1,0.1,0.9627779677319169,1.3913258029663649,2.707075376884422,6.101666717381407
1755687377.268526,10.105,-1.228,-0.447,2.1767,-2.0198,-0.4173,6.103646007920185,92.51438351488285,12.176180904522612,1,0.1,0.9750033485070705,2.998625388407161,2.798723618090451,6.101666717381407
1755687377.355097,6.755,2.139,11.401,-0.0464,-2.6399,-0.1786,6.122307139877907,31.860413183686326,12.51286432160804,1,0.1,0.97500886888274,2.6463414235506346,3.0221507537688437,6.101666717381407
1755687377.4402134,11.839,-0.846,-8.191,-1.659,0.6414,-2.109,6.179276197096226,124.60979556735893,13.023819095477386,1,0.1,0.9820405793041346,2.758904847942386,3.1842211055276373,6.101666717381407
1755687377.525934,14.618,1.747,-1.816,1.0657,-0.0674,-0.0793,6.265132396047189,97.03206182029794,13.303115577889447,1,0.1,0.9849275515742263,1.0707696951258943,3.4580603015075373,6.101666717381407
1755687377.6112206,5.878,1.267,-0.563,1.3936,-0.1459,-0.1074,6.27890423242782,95.34903562464199,14.181507537688441,1,0.1,0.989844880094856,1.4053264851983684,3.4910150753768834,6.101666717381407
1755687377.6965847,8.114,1.264,6.508,-0.0913,-0.0511,-1.0523,6.3050633097535185,51.60275258416305,14.406231155778896,1,0.1,0.9898659328919245,1.0574886240522874,3.6402512562814064,6.101666717381407
1755687377.781353,10.372,-1.461,-0.364,-1.3102,1.14,-0.895,6.347575541889991,91.9903086174104,14.633165829145726,1,0.1,0.994191976079067,1.9537781450308016,3.7627537688442207,6.101666717381407
1755687377.8839447,9.464,1.951,-1.221,-0.7005,-0.8402,-0.7387,6.382754244054834,97.20162468667328,14.724422110552764,1,0.1,0.9954251285506107,1.3199674162645076,3.824030150753768,6.101666717381407
1755687377.9679465,6.069,-0.274,-2.132,-1.1983,-0.6859,0.4278,6.3971646488893805,109.33780777429833,15.065628140703515,1,0.1,0.9990249251144838,1.4454738115925863,3.874060301507537,6.101666717381407
1755687378.0526624,10.944,3.35,1.832,-0.1744,-2.7692,0.9984,6.443800992038783,80.90600965987876,15.555577889447235,1,0.1,0.9991010348308124,2.948844953536893,3.976964824120602,6.101666717381407
1755687378.137187,8.722,1.106,-1.576,-0.1342,-1.5792,0.674,6.473247843625331,100.16273634019258,15.778894472361808,1,0.1,0.999146098426051,1.722253837272543,3.981005025125628,6.101666717381407
1755687378.222382,8.417,0.62,-2.2,-0.2177,1.1431,0.2666,6.500551291236767,104.61014445159434,15.809547738693464,1,0.1,0.9992646758742151,1.1937949823985692,3.9893969849246225,6.101666717381407
1755687378.308556,10.608,1.538,-2.186,-1.0159,1.7116,0.6016,6.543685155170593,101.52675178253605,16.029748743718592,1,0.1,1.0018433792265136,2.0793147741503692,4.069618090452261,6.101666717381407
1755687378.3933387,10.065,0.86,1.236,-0.7087,0.4676,0.7792,6.582274419606038,83.0241939128638,16.084321608040202,1,0.1,1.0030959250988911,1.1524140271621133,4.100492462311557,6.101666717381407
1755687378.4786444,9.564,3.802,-0.062,-0.4385,-0.084,0.5306,6.616924286630458,90.34515106451363,16.13467336683417,1,0.1,1.0035750326707016,0.6934512311619325,4.12764824120603,6.101666717381407
1755687378.5640986,11.645,0.041,-0.262,-0.1788,2.5276,0.0383,6.667961992993061,91.28886810293434,16.343819095477386,1,0.1,1.003654668399445,2.5342056132050534,4.153748743718592,6.101666717381407
1755687378.6487353,10.58,0.031,0.691,-0.0376,0.2478,-0.0484,6.709798740647889,86.26322648505376,16.450854271356786,1,0.1,1.0036581899232426,0.2552668407764706,4.167939698492462,6.101666717381407
1755687378.7335236,9.383,-0.202,0.853,0.0044,-0.0004,-0.0024,6.742521975121772,84.80676781817282,16.571155778894475,1,0.1,1.0036582381468304,0.005027922035990614,4.1721608040201,6.101666717381407
1755687378.8178213,9.564,-0.187,0.855,0.0104,-0.0042,-0.0103,6.776352489724838,84.89243793892442,16.589346733668343,1,0.1,1.0036585075612123,0.015227934856703321,4.1727638190954774,6.101666717381407
1755687378.920359,9.676,-0.19,0.653,0.0025,0.0056,-0.0006,6.810805968826304,86.13990075402576,16.600603015075375,1,0.1,1.0036585231292563,0.006161980201201559,4.1735577889447235,6.101666717381407
1755687379.0047593,9.655,-0.171,0.824,0.0007,0.0014,0.0001,6.8449377696221605,85.1227088079838,16.602713567839196,1,0.1,1.003658524349791,0.001568438714135812,4.173738693467336,6.101666717381407
1755687379.089996,9.891,-0.175,0.744,0.0049,-0.0032,0.003,6.880576463858243,85.69898879648545,16.62643216080402,1,0.1,1.0036585841559866,0.006576473218982953,4.174160804020099,6.101666717381407
1755687379.1752763,9.676,-0.219,0.777,0.0036,-0.0031,-0.0,6.91451063742041,85.41006898659232,16.648040201005024,1,0.1,1.0036586164378802,0.004750789408087881,4.174291457286431,6.101666717381407
1755687379.2592716,9.788,-0.154,0.734,0.0017,0.001,-0.0008,6.9490633955231695,85.71195749321248,16.65929648241206,1,0.1,1.003658623636543,0.002128379665379276,4.174482412060301,6.101666717381407
1755687379.344091,9.752,-0.187,0.779,0.0045,-0.0012,-0.0032,6.983193366576641,85.43368668675393,16.66291457286432,1,0.1,1.003658674076999,0.005650663677834666,4.174763819095477,6.101666717381407
1755687379.4287863,9.743,-0.067,0.646,0.0044,-0.0011,-0.0004,7.017094829058532,86.20670166760401,16.663819095477383,1,0.1,1.0036587223005637,0.004553020975132884,4.174773869346733,6.101666717381407
1755687379.5146077,9.836,-0.264,0.725,0.0036,-0.0027,0.0004,7.0514788746758645,85.78593095989325,16.673165829145727,1,0.1,1.0036587545824527,0.004517742799230607,4.174854271356783,6.101666717381407
1755687379.5990052,9.717,-0.149,0.689,0.0053,-0.005,-0.0012,7.084875070528767,85.94461109172599,16.685125628140703,1,0.1,1.0036588245514508,0.007384443106964803,4.17502512562814,6.101666717381407
1755687379.684988,9.786,-0.108,0.746,0.0068,-0.0003,0.0028,7.118587201474742,85.64096099694545,16.692060301507535,1,0.1,1.0036589397300262,0.007360027173862879,4.175175879396984,6.101666717381407
1755687379.7698352,9.831,-0.183,0.772,0.0067,-0.003,0.0008,7.152448989681786,85.51071685004806,16.696582914572865,1,0.1,1.0036590515458923,0.007384443106964804,4.175185929648241,6.101666717381407
1755687379.8552659,9.798,-0.101,0.687,0.004,0.0014,0.0005,7.185925867276951,85.98940562021815,16.69989949748744,1,0.1,1.003659091400063,0.004267317658670373,4.17545728643216,6.101666717381407
1755687379.9586468,9.838,-0.173,0.717,0.0031,0.0022,-0.0007,7.219519498553903,85.83225728226344,16.70391959798995,1,0.1,1.0036591153374734,0.0038652296180175377,4.175547738693466,6.101666717381407
1755687380.0426843,9.631,-0.207,0.751,0.0043,-0.0019,0.0013,7.251568285205622,85.54227395590371,16.724723618090454,1,0.1,1.0036591613939465,0.0048774993593028795,4.175668341708541,6.101666717381407
1755687380.127593,9.831,-0.108,0.734,0.0072,-0.0019,0.0016,7.284811967374312,85.73037378238557,16.744824120603017,1,0.1,1.0036592905214399,0.007616429609731846,4.175959798994975,6.101666717381407
1755687380.2114604,9.781,-0.173,0.675,0.0041,-0.0023,0.0014,7.317569624199008,86.05281569324845,16.749849246231157,1,0.1,1.003659332393218,0.004905099387372289,4.17627135678392,6.101666717381407
1755687380.29607,9.724,-0.118,0.805,0.0055,-0.0026,0.002,7.3498031323974935,85.26791489911399,16.75557788944724,1,0.1,1.0036594077424872,0.006403905058634146,4.176412060301508,6.101666717381407
1755687380.3804188,9.843,-0.122,0.82,0.0045,0.0018,-0.0022,7.382684425735668,85.23816759239709,16.76753768844221,1,0.1,1.0036594581829037,0.005322593352868506,4.17651256281407,6.101666717381407
1755687380.4641204,9.69,-0.245,0.668,0.0028,-0.006,0.0012,7.414412305098766,86.05769311544796,16.78291457286432,1,0.1,1.0036594777114398,0.006729041536504289,4.176683417085427,6.101666717381407
1755687380.5494483,9.795,-0.127,0.786,0.0045,-0.0024,0.0028,7.446691879955824,85.4125134501892,16.793467336683417,1,0.1,1.0036595281518528,0.005818075283115542,4.176854271356784,6.101666717381407
1755687380.634617,9.841,-0.161,0.701,0.0057,-0.0079,-0.0004,7.4791340648500215,85.92609813585172,16.798090452261306,1,0.1,1.0036596090806882,0.009749871794028883,4.17697487437186,6.101666717381407
1755687380.720062,9.698,-0.12,0.646,0.0027,-0.0008,0.0012,7.510506133410717,86.18935301777172,16.81246231155779,1,0.1,1.003659627239235,0.0030610455730027933,4.1772763819095475,6.101666717381407
1755687380.80527,9.831,-0.125,0.694,0.0048,-0.0036,0.0001,7.542608645886382,85.96234176440969,16.825829145728644,1,0.1,1.0036596846292074,0.006000833275470999,4.177487437185929,6.101666717381407
1755687380.910267,9.667,-0.226,0.848,0.002,-0.0012,0.0028,7.573519632905166,84.98814551834533,16.842311557788946,1,0.1,1.0036596945927438,0.0036441734316577192,4.177768844221106,6.101666717381407
1755687380.9951174,9.85,-0.144,0.855,0.0037,-0.0082,-0.0012,7.605479086158873,85.03957206506026,16.86070351758794,1,0.1,1.0036597286929472,0.009075791976461339,4.177939698492462,6.101666717381407
1755687381.0790372,9.774,-0.132,0.734,0.0052,-0.0058,-0.0014,7.636816582189203,85.70569904179743,16.868341708542715,1,0.1,1.0036597960464493,0.007914543574963752,4.178090452261307,6.101666717381407
1755687381.163681,9.721,-0.209,0.672,0.0056,0.0004,0.0002,7.667689137869376,86.04641974866979,16.87366834170854,1,0.1,1.0036598741605645,0.005617828762075255,4.178130653266332,6.101666717381407
1755687381.2483132,9.821,-0.127,0.803,0.0004,-0.0075,0.0037,7.6990724714084875,85.3260795416784,16.883718592964822,1,0.1,1.0036598745591059,0.008372574275573792,4.178653266331659,6.101666717381407
1755687381.3331954,9.705,-0.199,0.618,0.0027,-0.0038,-0.0006,7.72959585263033,86.35717299540657,16.895376884422106,1,0.1,1.0036598927176477,0.0047,4.178884422110554,6.101666717381407
1755687381.4171147,9.75,-0.178,0.784,0.0032,-0.0023,-0.0019,7.760281215587487,85.40348567805488,16.899899497487436,1,0.1,1.0036599182242958,0.004374928570845472,4.178934673366835,6.101666717381407
