timestamp,ax,ay,az,rms,tilt_now,jerk,tilt_crosses,freq
1757393339.0905602,-0.041,-0.353,9.768,0.00205,2.0835789528601976,0.0020551378446115286,0,0.45
1757393339.1196373,-0.031,-0.363,9.771,0.0025700194551792795,2.135339968083923,0.002556390977443609,0,0.05
1757393339.1468487,-0.038,-0.368,9.783,0.0031960913628993775,2.1656817836710895,0.002907268170426065,0,0.05
1757393339.1724505,-0.037,-0.365,9.788,0.0036928985905383322,2.1465364569085046,0.002957393483709273,0,0.05
1757393339.1980505,-0.034,-0.364,9.78,0.004065402809070707,2.1407667332115388,0.0031077694235588965,0,0.05
1757393339.2245119,-0.037,-0.362,9.775,0.004466542286825459,2.131918929853675,0.0032581453634085203,0,0.05
1757393339.2498915,-0.055,-0.368,9.769,0.00524523593368306,2.181260576923724,0.0041604010025062645,0,0.05
1757393339.2752142,-0.06,-0.366,9.76,0.006042557405602366,2.176224363931392,0.004411027568922305,0,0.05
1757393339.3003178,-0.079,-0.363,9.747,0.007219071962517066,2.1827137295472907,0.005363408521303258,0,0.05
1757393339.3254735,-0.087,-0.358,9.752,0.008428374695040557,2.1635412350392964,0.005764411027568921,0,0.05
1757393339.3506184,-0.091,-0.35,9.763,0.009578100020358945,2.1213540607654187,0.005964912280701753,0,0.05
1757393339.3759828,-0.092,-0.343,9.772,0.010625441167311594,2.0812680911692842,0.006015037593984961,0,0.05
1757393339.4015985,-0.106,-0.335,9.757,0.011873921003611234,2.062450749264489,0.006716791979949873,0,0.05
1757393339.4271407,-0.105,-0.336,9.768,0.012982777052695621,2.0639611822840798,0.006766917293233081,0,0.05
1757393339.4525757,-0.106,-0.332,9.779,0.014022927654380879,2.0410848410124056,0.006817042606516289,0,0.05
1757393339.4783003,-0.106,-0.332,9.779,0.014022927654380879,2.0410848410124056,0.006817042606516289,0,0.05
1757393339.5037572,-0.127,-0.32,9.753,0.01539366752921473,2.021698673910895,0.007869674185463657,0,0.05
1757393339.5293612,-0.127,-0.32,9.753,0.01539366752921473,2.021698673910895,0.007869674185463657,0,0.05
1757393339.5543835,-0.132,-0.311,9.753,0.01674888055960756,1.9839888505129004,0.008120300751879698,0,0.05
1757393339.5793781,-0.132,-0.311,9.753,0.01674888055960756,1.9839888505129004,0.008120300751879698,0,0.05
1757393339.6044874,-0.161,-0.316,9.749,0.018582989533441598,2.0833954452569237,0.009573934837092731,0,0.05
1757393339.629729,-0.161,-0.316,9.749,0.018582989533441598,2.0833954452569237,0.009573934837092731,0,0.05
1757393339.6550457,-0.161,-0.316,9.749,0.018582989533441598,2.0833954452569237,0.009573934837092731,0,0.05
